city,year,weekofyear,total_cases
sj,2008,18,0
sj,2008,19,0
sj,2008,20,0
sj,2008,21,0
sj,2008,22,0
sj,2008,23,0
sj,2008,24,1
sj,2008,25,3
sj,2008,26,5
sj,2008,27,6
sj,2008,28,8
sj,2008,29,10
sj,2008,30,12
sj,2008,31,15
sj,2008,32,18
sj,2008,33,20
sj,2008,34,22
sj,2008,35,25
sj,2008,36,27
sj,2008,37,29
sj,2008,38,31
sj,2008,39,32
sj,2008,40,33
sj,2008,41,33
sj,2008,42,33
sj,2008,43,33
sj,2008,44,32
sj,2008,45,32
sj,2008,46,31
sj,2008,47,30
sj,2008,48,29
sj,2008,49,28
sj,2008,50,26
sj,2008,51,24
sj,2008,52,23
sj,2009,1,21
sj,2009,2,19
sj,2009,3,18
sj,2009,4,16
sj,2009,5,14
sj,2009,6,12
sj,2009,7,11
sj,2009,8,10
sj,2009,9,9
sj,2009,10,9
sj,2009,11,8
sj,2009,12,7
sj,2009,13,7
sj,2009,14,6
sj,2009,15,6
sj,2009,16,6
sj,2009,17,6
sj,2009,18,6
sj,2009,19,7
sj,2009,20,8
sj,2009,21,9
sj,2009,22,10
sj,2009,23,12
sj,2009,24,14
sj,2009,25,16
sj,2009,26,19
sj,2009,27,21
sj,2009,28,24
sj,2009,29,26
sj,2009,30,29
sj,2009,31,32
sj,2009,32,36
sj,2009,33,39
sj,2009,34,42
sj,2009,35,45
sj,2009,36,48
sj,2009,37,51
sj,2009,38,54
sj,2009,39,56
sj,2009,40,58
sj,2009,41,59
sj,2009,42,60
sj,2009,43,60
sj,2009,44,62
sj,2009,45,63
sj,2009,46,64
sj,2009,47,64
sj,2009,48,64
sj,2009,49,64
sj,2009,50,63
sj,2009,51,62
sj,2009,52,61
sj,2010,53,60
sj,2010,1,59
sj,2010,2,57
sj,2010,3,56
sj,2010,4,56
sj,2010,5,55
sj,2010,6,54
sj,2010,7,54
sj,2010,8,54
sj,2010,9,54
sj,2010,10,55
sj,2010,11,54
sj,2010,12,54
sj,2010,13,54
sj,2010,14,54
sj,2010,15,54
sj,2010,16,55
sj,2010,17,56
sj,2010,18,57
sj,2010,19,58
sj,2010,20,59
sj,2010,21,61
sj,2010,22,62
sj,2010,23,64
sj,2010,24,66
sj,2010,25,68
sj,2010,26,70
sj,2010,27,72
sj,2010,28,74
sj,2010,29,76
sj,2010,30,78
sj,2010,31,81
sj,2010,32,83
sj,2010,33,85
sj,2010,34,86
sj,2010,35,88
sj,2010,36,89
sj,2010,37,90
sj,2010,38,91
sj,2010,39,92
sj,2010,40,91
sj,2010,41,90
sj,2010,42,89
sj,2010,43,87
sj,2010,44,85
sj,2010,45,83
sj,2010,46,81
sj,2010,47,78
sj,2010,48,76
sj,2010,49,73
sj,2010,50,69
sj,2010,51,66
sj,2011,52,62
sj,2011,1,58
sj,2011,2,54
sj,2011,3,50
sj,2011,4,46
sj,2011,5,43
sj,2011,6,39
sj,2011,7,36
sj,2011,8,33
sj,2011,9,31
sj,2011,10,29
sj,2011,11,26
sj,2011,12,23
sj,2011,13,20
sj,2011,14,18
sj,2011,15,15
sj,2011,16,13
sj,2011,17,12
sj,2011,18,10
sj,2011,19,8
sj,2011,20,7
sj,2011,21,7
sj,2011,22,7
sj,2011,23,7
sj,2011,24,8
sj,2011,25,9
sj,2011,26,10
sj,2011,27,11
sj,2011,28,13
sj,2011,29,14
sj,2011,30,16
sj,2011,31,18
sj,2011,32,21
sj,2011,33,24
sj,2011,34,26
sj,2011,35,28
sj,2011,36,31
sj,2011,37,33
sj,2011,38,35
sj,2011,39,37
sj,2011,40,38
sj,2011,41,39
sj,2011,42,39
sj,2011,43,39
sj,2011,44,39
sj,2011,45,39
sj,2011,46,39
sj,2011,47,38
sj,2011,48,37
sj,2011,49,36
sj,2011,50,34
sj,2011,51,32
sj,2012,52,30
sj,2012,1,28
sj,2012,2,26
sj,2012,3,24
sj,2012,4,22
sj,2012,5,20
sj,2012,6,19
sj,2012,7,17
sj,2012,8,15
sj,2012,9,14
sj,2012,10,14
sj,2012,11,13
sj,2012,12,13
sj,2012,13,13
sj,2012,14,13
sj,2012,15,14
sj,2012,16,16
sj,2012,17,18
sj,2012,18,19
sj,2012,19,22
sj,2012,20,24
sj,2012,21,27
sj,2012,22,30
sj,2012,23,34
sj,2012,24,37
sj,2012,25,41
sj,2012,26,44
sj,2012,27,48
sj,2012,28,52
sj,2012,29,56
sj,2012,30,60
sj,2012,31,65
sj,2012,32,69
sj,2012,33,72
sj,2012,34,75
sj,2012,35,78
sj,2012,36,81
sj,2012,37,83
sj,2012,38,85
sj,2012,39,87
sj,2012,40,89
sj,2012,41,90
sj,2012,42,90
sj,2012,43,91
sj,2012,44,91
sj,2012,45,91
sj,2012,46,91
sj,2012,47,90
sj,2012,48,89
sj,2012,49,88
sj,2012,50,86
sj,2012,51,84
sj,2013,1,82
sj,2013,2,81
sj,2013,3,79
sj,2013,4,77
sj,2013,5,74
sj,2013,6,73
sj,2013,7,71
sj,2013,8,69
sj,2013,9,69
sj,2013,10,68
sj,2013,11,67
sj,2013,12,66
sj,2013,13,65
sj,2013,14,64
sj,2013,15,63
sj,2013,16,62
sj,2013,17,62
iq,2010,26,0
iq,2010,27,0
iq,2010,28,0
iq,2010,29,0
iq,2010,30,0
iq,2010,31,0
iq,2010,32,0
iq,2010,33,0
iq,2010,34,0
iq,2010,35,0
iq,2010,36,1
iq,2010,37,1
iq,2010,38,1
iq,2010,39,1
iq,2010,40,2
iq,2010,41,3
iq,2010,42,3
iq,2010,43,3
iq,2010,44,3
iq,2010,45,4
iq,2010,46,4
iq,2010,47,5
iq,2010,48,5
iq,2010,49,5
iq,2010,50,6
iq,2010,51,6
iq,2011,52,6
iq,2011,1,6
iq,2011,2,6
iq,2011,3,6
iq,2011,4,5
iq,2011,5,5
iq,2011,6,5
iq,2011,7,5
iq,2011,8,5
iq,2011,9,4
iq,2011,10,4
iq,2011,11,4
iq,2011,12,4
iq,2011,13,4
iq,2011,14,4
iq,2011,15,3
iq,2011,16,3
iq,2011,17,2
iq,2011,18,2
iq,2011,19,2
iq,2011,20,2
iq,2011,21,2
iq,2011,22,2
iq,2011,23,1
iq,2011,24,1
iq,2011,25,1
iq,2011,26,1
iq,2011,27,1
iq,2011,28,1
iq,2011,29,1
iq,2011,30,2
iq,2011,31,2
iq,2011,32,2
iq,2011,33,3
iq,2011,34,3
iq,2011,35,4
iq,2011,36,4
iq,2011,37,5
iq,2011,38,6
iq,2011,39,6
iq,2011,40,7
iq,2011,41,8
iq,2011,42,8
iq,2011,43,8
iq,2011,44,9
iq,2011,45,10
iq,2011,46,10
iq,2011,47,11
iq,2011,48,12
iq,2011,49,12
iq,2011,50,13
iq,2011,51,13
iq,2012,52,13
iq,2012,1,13
iq,2012,2,13
iq,2012,3,13
iq,2012,4,13
iq,2012,5,13
iq,2012,6,13
iq,2012,7,13
iq,2012,8,12
iq,2012,9,11
iq,2012,10,11
iq,2012,11,11
iq,2012,12,11
iq,2012,13,11
iq,2012,14,10
iq,2012,15,10
iq,2012,16,9
iq,2012,17,8
iq,2012,18,8
iq,2012,19,8
iq,2012,20,7
iq,2012,21,7
iq,2012,22,7
iq,2012,23,6
iq,2012,24,6
iq,2012,25,6
iq,2012,26,6
iq,2012,27,6
iq,2012,28,6
iq,2012,29,6
iq,2012,30,6
iq,2012,31,6
iq,2012,32,6
iq,2012,33,7
